id,x,y,INFECTED
5882,10,97,no
7898,33,52,no
8695,63,48,no
912,57,62,no
7236,98,41,no
8297,73,6,no
9301,70,19,no
1541,27,45,no
1354,73,28,no
2584,10,72,no
9131,46,84,no
161,29,2,no
9029,13,5,no
1715,94,48,no
5968,19,92,no
7001,74,17,no
5945,60,2,no
9845,30,37,no
4218,28,22,no
7472,35,80,no
6052,54,63,no
5568,63,12,no
879,72,30,no
6260,14,38,no
416,75,84,no
1360,29,58,no
2355,70,55,no
5956,0,29,no
6634,0,66,no
6586,85,29,no
2634,38,67,no
9184,22,38,no
1033,57,94,no
856,58,21,no
7607,57,85,no
289,2,74,no
3124,42,35,no
2181,91,60,no
1725,78,22,no
2334,87,32,no
7406,69,79,no
6241,5,95,no
8081,4,70,no
8235,5,19,no
3807,66,11,no
5320,46,0,no
6121,89,36,no
680,55,73,no
8673,16,98,no
1588,45,52,no
8601,5,21,no
3318,17,59,no
8595,23,67,no
3533,7,94,no
873,51,93,no
6556,50,41,no
3134,11,66,no
6650,88,86,no
1006,28,83,no
8765,70,17,no
3089,96,40,no
4134,3,36,no
2004,13,12,no
7346,73,16,no
5477,8,70,no
5762,81,98,no
8233,93,6,no
4351,99,29,no
2255,35,88,no
738,60,76,no
7641,96,99,no
5903,28,44,no
9366,86,86,no
5475,42,44,no
7726,39,94,no
3618,11,87,no
2447,70,74,no
7052,47,9,no
1724,20,51,no
5148,61,38,no
5817,92,65,no
8585,78,8,no
9265,42,39,no
8605,89,73,no
3210,94,92,no
902,24,55,no
2283,40,1,no
1040,1,81,no
2174,0,95,no
8502,36,42,no
8161,64,13,no
677,55,80,no
5997,41,0,no
6998,29,18,no
4236,4,39,no
6456,85,53,no
8459,79,77,no
2378,15,47,no
104,52,54,no
7328,77,83,no
432,35,32,no
658,40,30,no
3489,36,99,no
9251,36,0,no
8313,36,53,no
8813,16,0,no
8956,8,86,no
8848,99,67,no
4359,0,64,no
2949,45,35,no
7431,84,36,no
1698,20,58,no
863,74,6,no
877,84,91,no
935,44,17,no
4902,49,73,no
2827,93,65,no
6663,20,52,no
4242,38,1,no
5065,72,25,no
2800,40,16,no
2647,37,56,no
767,75,79,no
9976,88,81,no
2224,22,12,no
8469,23,65,no
1119,25,4,no
6301,66,0,no
1813,17,79,no
1711,49,75,no
8431,42,13,no
9989,78,76,no
1014,54,77,no
9223,94,1,no
6962,53,23,no
8317,88,57,no
2374,54,47,no
1502,20,3,no
8054,98,44,no
6312,87,63,no
9784,41,90,no
4022,64,56,no
1107,4,13,no
6199,75,17,no
1005,32,63,no
3171,87,24,no
3177,55,59,no
61,11,49,no
5334,90,59,no
781,17,24,no
8020,80,49,no
2016,42,49,no
2327,19,61,no
3521,44,95,no
478,25,57,no
5029,61,14,no
2520,80,34,no
3376,71,70,no
9743,31,96,no
4967,70,76,no
4806,26,5,no
4221,84,1,no
5829,11,11,no
3285,66,75,no
3330,48,50,no
1564,39,80,no
587,54,49,no
3525,18,9,no
4383,38,50,no
1525,45,66,no
9676,75,82,no
1583,89,17,no
5194,41,25,no
4117,12,2,no
8070,66,24,no
57,14,84,no
7223,31,79,no
7506,60,55,no
6013,73,28,no
9292,37,19,no
3174,61,53,no
5046,55,70,no
3726,25,8,no
4008,46,39,no
8587,76,36,no
2113,12,98,no
4950,56,25,no
6294,1,11,no
9043,6,81,no
638,84,28,no
4071,85,18,no
6871,87,93,no
3143,13,24,no
30,1,59,no
5014,69,54,no
6515,80,64,no
8870,27,10,no
766,74,50,no
6457,54,82,no
2150,76,14,no
4127,71,13,no
4231,18,99,no
7437,69,36,no
180,93,10,no
3651,20,69,no
1414,54,86,no
3497,13,73,no
8715,0,91,no
3017,24,63,no
8970,2,27,no
4693,54,26,no
5700,1,12,no
4066,20,14,no
4006,37,67,no
7278,69,52,no
3490,54,85,no
2933,88,35,no
2710,61,70,no
2761,72,75,no
7981,60,55,no
4405,12,80,no
8202,53,29,no
7085,69,35,no
3145,7,29,no
2142,14,56,no
848,59,66,no
1870,29,27,no
1208,56,45,no
7986,86,84,no
4325,24,27,no
3567,82,87,no
5318,97,80,no
467,37,89,no
7265,82,45,no
9252,41,32,no
565,44,29,no
1907,77,46,no
3106,5,6,no
1302,76,93,no
4624,17,30,no
1705,52,97,no
6133,20,55,no
889,20,22,no
8059,2,45,no
7578,90,49,no
4068,78,94,no
9583,62,37,no
1026,28,22,no
3146,72,85,no
9370,45,36,no
2783,82,31,no
5124,99,29,no
6513,36,19,no
2436,97,99,no
4592,54,33,no
9510,78,9,no
2645,31,0,no
5545,20,94,no
2170,16,74,no
8954,55,35,no
8380,38,47,no
4392,22,98,no
6862,25,51,no
9207,89,72,no
4241,97,88,no
4804,86,29,no
9497,6,91,no
7963,48,57,no
9642,88,98,no
3248,1,98,no
6197,8,9,no
8922,85,12,no
8569,52,29,no
2,39,27,no
299,8,51,no
5871,42,29,no
993,65,61,no
6844,28,57,no
7043,11,65,no
1974,23,36,no
8191,64,18,no
9010,29,29,no
4432,70,85,no
2826,55,68,no
8415,62,78,no
8432,70,71,no
2204,52,87,no
9600,17,9,no
6426,6,4,no
654,97,96,no
7856,10,8,no
2194,82,46,no
9954,78,75,no
4803,86,54,no
3570,48,29,no
4642,6,53,no
566,44,63,no
2629,75,12,no
4914,58,54,no
4722,99,59,no
2478,75,73,no
428,70,7,no
2217,23,49,no
6681,96,54,no
9719,36,68,no
2230,50,17,no
5924,48,54,no
6690,40,79,no
6491,23,74,no
6717,63,43,no
7505,62,25,no
532,83,76,no
9813,65,47,no
8002,96,52,no
9919,78,49,no
9764,84,18,no
7549,1,75,no
7019,22,36,no
5202,2,11,no
7720,62,18,no
6169,31,40,no
7871,47,10,no
3493,39,42,no
9358,39,46,no
4769,59,99,no
3492,57,93,no
6486,26,10,no
9714,83,36,no
6811,29,10,no
1139,26,82,no
4893,47,99,no
2249,79,64,no
3333,78,46,no
9753,34,3,no
8427,21,36,no
731,96,73,no
6991,30,37,no
2523,60,23,no
2375,88,16,no
2906,88,43,no
5728,43,89,no
6469,19,71,no
8472,91,84,no
4766,4,7,no
6579,73,29,no
828,46,36,no
4233,19,88,no
4727,75,27,no
7800,51,23,no
628,94,67,no
3270,19,12,no
2890,65,16,no
4566,90,72,no
8606,14,18,no
2530,45,49,no
8835,86,20,no
3855,9,27,no
6391,49,93,no
9241,68,74,no
7563,26,95,no
8151,39,53,no
6599,66,13,no
5414,85,30,no
9155,75,96,no
8781,46,35,no
5145,85,27,no
4429,38,81,no
7691,74,84,no
1471,93,39,no
7080,52,20,no
5116,99,83,no
8277,10,21,no
5589,52,39,no
7842,27,47,no
7343,10,10,no
226,24,53,no
8638,11,3,no
5085,95,4,no
454,66,6,no
8243,83,47,no
6004,22,80,no
3139,78,91,no
4522,93,44,no
8402,36,9,no
5583,67,99,no
316,97,12,no
4756,74,62,no
1407,25,42,no
1708,99,65,no
2564,48,83,no
130,25,80,no
888,26,48,no
8330,80,5,no
964,99,67,no
8186,18,44,no
6789,70,3,no
4778,22,7,no
3640,47,7,no
2958,26,32,no
3874,78,69,no
6215,46,20,no
2716,69,36,no
3447,7,71,no
6695,74,4,no
210,12,54,no
2587,63,15,no
3164,34,52,no
1468,24,6,no
4553,22,17,no
7365,33,5,no
2273,96,52,no
5674,84,79,no
854,96,23,no
1522,34,75,no
6742,99,96,no
1921,52,32,no
8636,93,94,no
4726,27,67,no
1874,87,22,no
5639,93,18,no
6870,68,47,no
3299,94,27,no
3847,64,43,no
2506,78,49,no
429,59,28,no
2624,89,57,no
8215,13,94,no
9628,2,69,no
5638,59,60,no
9523,21,38,no
1118,66,91,no
6127,27,73,no
1310,18,24,no
539,47,70,no
9380,78,72,no
1535,78,4,no
7138,57,10,no
916,12,27,no
7638,60,98,no
8730,45,69,no
4371,98,23,no
6347,86,33,no
7909,5,64,no
3018,69,98,no
276,58,50,no
7795,60,47,no
7249,45,98,no
1643,15,67,no
2912,74,61,no
1235,66,80,no
838,53,67,no
1837,30,55,no
3636,97,52,no
7254,62,21,no
6311,30,64,no
3020,78,51,no
8805,95,0,no
7169,10,51,no
9070,83,75,no
5963,43,78,no
4644,2,66,no
5375,95,35,no
2061,69,23,no
1463,5,19,no
2421,81,44,no
8941,47,50,no
3559,22,71,no
7559,42,90,no
5610,35,78,no
2429,37,40,no
2891,0,18,no
5412,47,36,no
8893,72,74,no
5562,99,12,no
4968,55,63,no
1498,5,4,no
4702,33,21,no
6092,57,67,no
3869,44,37,no
2692,39,94,no
9929,9,96,no
9121,56,42,no
1221,8,46,no
3053,48,73,no
2280,44,80,no
4363,66,69,no
6530,25,62,no
9128,60,46,no
94,54,5,no
4948,82,42,no
621,47,21,no
5602,22,42,no
3297,92,31,no
51,98,53,no
7038,96,46,no
3712,62,54,no
1218,46,95,no
732,5,52,no
4824,25,85,no
39,72,61,no
986,91,34,no
7386,45,93,no
3307,69,2,no
1059,37,19,no
5906,5,10,no
5280,38,76,no
2944,79,83,no
3592,96,62,no
3255,27,27,no
1481,9,53,no
7243,83,29,no
4007,91,72,no
3362,74,92,no
3116,56,35,no
7806,85,32,no
9943,68,19,no
6069,55,5,no
9049,10,84,no
2908,35,5,no
3411,12,78,no
9918,26,27,no
871,70,4,no
4307,73,77,no
1126,59,72,no
1606,14,81,no
1358,33,29,no
4772,27,41,no
6358,7,27,no
174,35,22,no
5507,19,78,no
4615,47,96,no
2857,13,50,no
7321,52,21,no
9412,43,59,no
2685,52,31,no
7693,25,33,no
1115,45,71,no
779,77,27,no
3486,86,80,no
241,93,87,no
4511,43,51,no
9713,28,32,no
9593,66,15,no
503,86,31,no
9850,97,9,no
2117,37,34,no
4998,79,73,no
6253,93,13,no
780,56,41,no
887,12,94,no
9553,12,51,no
1213,4,48,no
8748,93,60,no
5323,40,26,no
1794,97,98,no
4495,74,23,no
1835,12,7,no
2169,84,71,no
1379,22,25,no
4034,89,15,no
4929,29,28,no
5141,71,30,no
6319,81,2,no
5658,29,84,no
3203,1,60,no
4072,11,93,no
9715,52,20,no
3354,24,59,no
911,75,66,no
2426,58,55,no
6979,10,40,no
9157,21,54,no
4720,66,49,no
9534,99,99,no
6428,23,79,no
4399,77,44,no
6705,2,9,no
3239,13,61,no
9327,81,56,no
5072,64,48,no
9069,81,4,no
1295,98,37,no
897,52,8,no
6365,46,34,no
9911,53,24,no
4283,41,80,no
9350,49,20,no
9097,11,83,no
8356,43,20,no
7755,34,46,no
6016,82,93,no
1104,31,21,no
559,22,11,no
2831,12,53,no
3127,86,63,no
7658,12,32,no
3434,6,87,no
9001,57,27,no
6345,39,60,no
7692,25,49,no
4271,30,93,no
1093,60,13,no
974,75,65,no
1063,17,1,no
6960,47,10,no
9598,9,44,no
7876,50,75,no
2572,11,4,no
9922,49,99,no
5382,50,14,no
3788,11,66,no
8955,5,20,no
1163,40,55,no
2484,52,17,no
8949,74,35,no
9200,47,73,no
1884,2,9,no
634,51,68,no
2510,42,29,no
7503,62,1,no
6892,29,82,no
5066,46,5,no
1210,42,95,no
3936,9,69,no
4303,70,22,no
3461,71,48,no
2256,20,23,no
1009,17,8,no
364,61,94,no
6559,53,4,no
6078,37,39,no
6499,61,37,no
7108,36,54,no
3107,68,2,no
4004,56,24,no
9486,40,91,no
7927,44,76,no
220,62,63,no
1,37,48,no
7449,26,39,no
7176,95,76,no
6095,8,51,no
2907,61,51,no
5419,85,7,no
4186,50,19,no
2870,86,26,no
3607,35,45,no
9816,42,53,no
5522,2,44,no
976,42,86,no
1157,24,22,no
3220,62,16,no
8853,59,7,no
5007,81,13,no
40,94,50,no
8342,34,52,no
6706,84,46,no
8869,86,4,no
4753,28,54,no
6931,13,48,no
6699,67,9,no
5890,52,21,no
3268,1,50,no
682,95,51,no
9280,92,24,no
6357,3,43,no
5616,30,18,no
8181,62,61,no
7390,36,29,no
5216,75,64,no
6708,31,52,no
2569,1,93,no
1637,7,85,no
2759,44,99,no
1521,18,22,no
9447,94,5,no
2764,34,99,no
4528,66,98,no
3961,35,7,no
1622,77,50,no
533,17,37,no
7991,31,11,no
1256,38,17,no
4294,95,53,no
2693,77,95,no
9750,3,27,no
4711,30,46,no
1083,35,8,no
7006,61,77,no
1190,62,43,no
1436,66,39,no
6806,74,97,no
9993,99,35,no
670,81,29,no
7198,64,36,no
8445,40,70,no
9515,75,28,no
325,47,83,no
9672,62,84,no
7269,56,54,no
3433,4,39,no
7573,34,23,no
8669,14,68,no
9765,62,77,no
9926,82,75,no
7864,69,89,no
6929,39,39,no
564,64,35,no
4761,59,94,no
8746,39,42,no
7947,50,15,no
2026,2,99,no
486,3,40,no
5692,70,24,no
5921,85,86,no
4692,51,41,no
6045,21,26,no
1243,68,96,no
9872,56,41,no
8248,56,71,no
3277,48,93,no
5683,27,84,no
7672,14,17,no
6664,99,25,no
6076,0,99,no
8271,72,62,no
4691,67,73,no
485,92,7,no
3933,19,68,no
5304,59,3,no
3098,91,9,no
2184,94,66,no
95,2,19,no
2347,98,59,no
894,65,36,no
2302,51,5,no
5372,27,8,no
5810,89,13,no
9866,96,25,no
5953,67,36,no
3316,11,87,no
6284,2,87,no
2748,68,82,no
1703,32,33,no
5451,42,60,no
1066,72,18,no
3990,74,60,no
7407,25,77,no
9735,91,47,no
7021,94,90,no
8373,4,20,no
9543,82,89,no
3282,73,72,no
7513,88,23,no
2618,33,36,no
4597,57,99,no
6017,63,99,no
1491,74,95,no
6685,89,81,no
8087,51,68,no
1802,22,78,no
2389,48,70,no
3732,49,72,no
992,84,16,no
5796,4,1,no
8573,34,41,no
1911,36,34,no
101,42,74,no
5314,12,1,no
1426,81,55,no
3230,55,11,no
8883,11,74,no
8609,35,8,no
4598,93,10,no
4539,99,97,no
1653,23,15,no
678,87,93,no
3422,99,63,no
7079,92,3,no
1024,76,18,no
6449,72,0,no
1730,6,77,no
3179,58,77,no
2932,76,34,no
7825,8,74,no
3502,73,81,no
7968,52,52,no
6481,69,90,no
1898,15,42,no
5926,1,92,no
7605,43,5,no
6627,10,41,no
7684,26,23,no
9075,36,6,no
7661,84,49,no
1012,51,95,no
8867,37,65,no
9394,34,89,no
6402,49,46,no
4572,73,75,no
213,35,85,no
121,93,92,no
1964,7,38,no
1150,76,29,no
4808,93,7,no
8266,55,18,no
5196,62,19,no
7315,92,90,no
8333,95,51,no
181,92,67,no
8369,7,50,no
8552,37,5,no
6975,40,9,no
2887,54,11,no
7247,60,50,no
2655,66,97,no
9090,17,57,no
1388,86,88,no
9304,62,97,no
9236,1,42,no
6126,72,68,no
3152,55,14,no
488,87,62,no
9749,19,19,no
7193,6,45,no
1032,35,47,no
603,7,18,no
2491,0,36,no
7836,79,78,no
6367,45,86,no
6939,89,45,no
8832,76,93,no
384,93,13,no
7077,38,59,no
8238,34,33,no
8022,98,14,no
9217,38,41,no
4129,82,53,no
5068,0,87,no
4790,9,57,no
7863,93,21,no
1004,81,66,no
1453,74,90,no
5476,16,64,no
4075,9,17,no
1838,5,99,no
9082,23,45,no
1268,71,59,no
4387,76,48,no
501,47,39,no
6396,43,97,no
1939,71,95,no
2190,95,55,no
502,40,14,no
5873,8,44,no
515,0,18,no
9035,53,29,no
1447,93,87,no
4585,34,13,no
7229,86,89,no
4372,89,94,no
3817,78,63,no
3713,0,97,no
1692,61,6,no
2137,63,23,no
1286,76,68,no
8566,94,89,no
5558,21,57,no
6770,22,78,no
8976,51,3,no
1441,0,93,no
4577,42,67,no
3113,17,67,no
5108,90,49,no
1587,45,75,no
1193,13,22,no
4895,81,41,no
3804,6,81,no
7918,79,76,no
5958,39,75,no
9472,68,59,no
9342,56,21,no
2605,66,38,no
5948,96,18,no
8008,12,68,no
1269,7,9,no
8821,28,33,no
2518,78,30,no
2557,94,89,no
967,71,39,no
8579,44,9,no
3173,0,50,no
1121,48,87,no
2806,65,58,no
3480,67,73,no
4557,91,33,no
7132,70,3,no
1827,14,53,no
6160,37,27,no
2845,88,59,no
8346,87,88,no
5494,33,14,no
8017,70,85,no
6712,85,43,no
1416,23,35,no
5677,61,91,no
2348,12,65,no
9172,33,13,no
1908,70,62,no
2041,89,69,no
5582,26,65,no
4535,84,58,no
1390,85,41,no
3763,98,2,no
8701,27,0,no
4228,87,76,no
2120,89,61,no
2383,29,69,no
1877,36,58,no
1247,69,64,no
3808,45,68,no
9044,21,93,no
2550,9,98,no
2179,54,54,no
4970,74,0,no
5993,54,66,no
9108,86,98,no
1710,88,34,no
8512,98,2,no
2897,77,89,no
308,44,44,no
3620,51,54,no
2616,90,15,no
631,55,83,no
4709,77,10,no
3339,95,9,no
8442,10,1,no
2424,27,85,no
211,2,98,no
9133,61,61,no
9332,25,25,no
3791,72,17,no
6051,52,33,no
7639,20,66,no
3572,77,49,no
6162,26,76,no
7285,28,12,no
9455,20,64,no
4821,80,12,no
5221,46,82,no
7594,16,46,no
4192,7,27,no
7644,35,55,no
1227,22,60,no
9650,38,59,no
8453,99,69,no
4122,91,53,no
9666,71,68,no
581,98,76,no
6180,66,85,no
1649,26,30,no
8901,1,4,no
4707,17,5,no
9471,65,37,no
2386,18,24,no
5373,65,96,no
3224,36,35,no
1053,23,94,no
6543,61,55,no
8652,3,95,no
8580,45,84,no
8212,1,6,no
2893,6,59,no
7357,47,93,no
576,79,66,no
9490,26,27,no
4549,73,11,no
7146,55,97,no
8804,56,34,no
7251,61,92,no
9747,84,32,no
5030,21,31,no
2368,45,68,no
2983,13,8,no
8044,9,55,no
389,86,57,no
4119,8,33,no
6020,25,85,no
2672,25,17,no
8942,85,10,no
5793,4,10,no
5465,94,41,no
557,53,94,no
8758,8,60,no
3790,52,74,no
6444,46,12,no
9038,56,80,no
4608,42,80,no
2122,75,45,no
3577,31,92,no
5539,71,47,no
5099,5,86,no
7470,67,23,no
8868,53,32,no
7186,43,1,no
3688,42,94,no
1336,2,88,no
9336,93,34,no
3472,45,72,no
605,10,12,no
183,88,9,no
5756,33,93,no
7617,85,17,no
5306,95,45,no
6538,32,96,no
7828,78,28,no
840,94,62,no
1762,0,15,no
9495,15,39,no
7831,25,65,no
6077,88,78,no
1085,49,37,no
2014,47,96,no
386,18,29,no
9164,4,92,no
2635,94,24,no
6482,6,92,no
8463,6,17,no
6944,0,93,no
279,88,83,no
6245,5,10,no
5801,93,89,no
9760,22,51,no
3260,13,94,no
9474,20,61,no
1155,8,27,no
2607,80,55,no
4852,52,77,no
2632,30,33,no
5341,59,9,no
5446,92,57,no
2023,0,62,no
4945,76,38,no
4614,39,83,no
973,67,57,no
885,6,87,no
614,26,88,no
7451,63,50,no
3341,20,64,no
5561,70,36,no
9012,10,15,no
9806,8,84,no
123,23,8,no
1533,56,16,no
7071,56,13,no
9887,37,93,no
8624,13,55,no
1228,73,90,no
2313,81,20,no
3030,93,43,no
5584,3,69,no
1917,48,56,no
5500,3,46,no
769,18,56,no
9179,78,23,no
5121,84,52,no
9391,95,42,no
8099,15,21,no
9986,93,21,no
5942,6,24,no
6987,34,81,no
9697,14,14,no
3893,95,98,no
5408,59,89,no
7241,60,8,no
2539,91,8,no
1335,84,20,no
1184,87,88,no
8467,34,47,no
7631,40,50,no
8145,99,5,no
4157,88,53,no
5013,46,69,no
523,14,46,no
5797,87,31,no
8651,56,38,no
8148,86,41,no
1565,52,93,no
8140,21,14,no
4341,31,26,no
8796,42,87,no
6383,63,99,no
5563,6,58,no
5457,36,12,no
1852,99,51,no
4451,99,1,no
6087,43,49,no
1308,21,84,no
2902,57,75,no
9084,71,41,no
5929,24,4,no
3290,40,20,no
9040,81,34,no
7544,92,60,no
1338,79,83,no
6802,24,49,no
7394,90,33,no
4374,7,51,no
9271,15,4,no
5032,12,84,no
5913,7,22,no
2664,3,62,no
4613,12,30,no
2995,67,11,no
4039,55,57,no
7982,60,42,no
8940,6,25,no
3438,54,9,no
5474,45,66,no
9458,69,22,no
6846,83,46,no
4442,90,79,no
5720,2,58,no
8613,70,69,no
4063,38,82,no
9958,24,13,no
2676,1,7,no
5252,0,61,no
9435,23,75,no
1130,11,56,no
5391,14,14,no
5138,68,51,no
2776,65,18,no
6075,14,47,no
9451,5,47,no
1224,64,17,no
9576,30,79,no
6452,71,98,no
2677,31,51,no
2637,33,38,no
1010,7,68,no
1881,18,39,no
4682,94,15,no
8588,44,92,no
2568,50,33,no
6642,14,69,no
3446,26,82,no
2573,89,1,no
2215,64,17,no
8881,68,77,no
8314,51,61,no
2885,16,97,no
1922,57,70,no
7465,80,63,no
2266,47,67,no
9220,65,85,no
9246,2,49,no
775,97,99,no
4002,73,17,no
3194,18,51,no
286,61,94,no
1975,81,52,no
4232,35,51,no
9198,81,51,no
2654,76,80,no
8441,9,74,no
6461,64,88,no
6631,31,3,no
3840,93,36,no
6228,49,21,no
1597,61,82,no
1761,10,46,no
5165,28,0,no
1984,7,16,no
6605,36,4,no
9174,39,68,no
8067,69,62,no
2784,93,74,no
2601,51,17,no
1341,32,50,no
5645,84,44,no
3013,28,44,no
2151,38,37,no
3048,44,71,no
3405,17,3,no
5466,69,52,no
385,76,58,no
1154,89,23,no
8660,79,31,no
5294,20,48,no
4881,42,98,no
2511,19,34,no
5217,90,79,no
1504,17,13,no
8377,39,5,no
6093,84,41,no
5134,52,40,no
2537,11,18,no
9833,87,30,no
5189,43,27,no
5053,20,30,no
8681,14,81,no
3945,90,39,no
3135,16,64,no
8772,73,12,no
1209,34,50,no
7846,32,54,no
5943,17,30,no
8816,91,28,no
3635,41,68,no
5690,38,33,no
6340,59,67,no
8839,15,26,no
8305,74,39,no
7814,34,29,no
5792,98,72,no
387,95,40,no
2984,34,17,no
858,14,49,no
7592,62,2,no
9167,69,44,no
550,13,90,no
5077,88,50,no
3345,71,32,no
9665,54,81,no
7643,45,93,no
6658,9,65,no
5557,67,48,no
6247,19,61,no
6578,68,98,no
1811,28,99,no
2652,41,74,no
8387,34,7,no
3679,6,72,no
4183,11,94,no
2475,1,66,no
2972,83,98,no
1967,49,98,no
9368,18,78,no
1141,0,89,no
919,63,6,no
5469,23,98,no
1673,35,11,no
8153,90,74,no
8637,36,18,no
6434,52,82,no
1578,90,66,no
8089,90,7,no
5505,0,74,no
6550,43,15,no
8013,87,17,no
5143,75,22,no
8088,41,58,no
7479,42,96,no
9399,6,40,no
7444,52,98,no
1117,63,14,no
929,57,57,no
3074,3,2,no
8769,24,41,no
9060,73,24,no
3029,87,27,no
7194,41,28,no
3593,89,45,no
8253,61,47,no
5715,21,54,no
4849,64,54,no
2325,99,40,no
1784,2,12,no
1722,89,55,no
5496,71,78,no
6072,95,67,no
3846,17,3,no
8270,33,0,no
3312,78,37,no
8735,44,79,no
8405,2,50,no
363,7,84,no
1626,38,0,no
8986,57,31,no
1954,86,29,no
2576,46,48,no
8690,25,39,no
9710,47,49,no
4037,32,73,no
9453,38,37,no
5358,65,45,no
4414,25,7,no
1402,2,1,no
3628,66,92,no
6747,60,21,no
1945,4,73,no
7724,54,29,no
8308,97,25,no
6220,72,73,no
2111,39,90,no
3819,17,19,no
4265,88,91,no
5355,35,67,no
8742,11,98,no
7327,68,69,no
3564,39,47,no
7351,5,29,no
5432,69,75,no
5379,31,66,no
8774,65,78,no
9992,14,14,no
1956,8,88,no
8361,50,9,no
4441,39,11,no
1617,25,40,no
4913,99,53,no
9115,86,34,no
510,66,16,no
7895,51,61,no
915,42,31,no
1285,52,14,no
3806,92,29,no
13,65,14,no
1345,17,90,no
6136,41,52,no
9524,87,55,no
4051,55,41,no
3346,74,92,no
2042,25,27,no
6800,50,66,no
6696,73,2,no
3622,17,24,no
6159,78,75,no
7770,98,16,no
7722,57,18,no
4506,34,69,no
8523,12,60,no
8597,70,50,no
606,11,39,no
8724,59,32,no
7621,45,5,no
5082,93,8,no
3879,33,50,no
4073,58,14,no
9176,5,83,no
2070,92,69,no
2769,57,89,no
5862,61,85,no
5721,67,28,no
3359,49,46,no
5611,4,19,no
8182,51,70,no
8084,67,7,no
1760,71,76,no
3653,45,51,no
109,25,2,no
9150,24,31,no
2019,18,17,no
3095,34,93,no
4188,88,75,no
1970,77,96,no
7956,29,34,no
3889,74,7,no
2445,35,15,no
5799,15,42,no
3156,45,92,no
4388,74,46,no
1109,74,69,no
5819,28,35,no
2476,98,89,no
6278,53,99,no
4417,90,0,no
1282,47,3,no
3081,71,30,no
7997,29,98,no
1241,21,9,no
7685,67,60,no
2667,4,60,no
4381,88,15,no
4257,62,18,no
6524,95,11,no
3325,18,97,no
3914,79,56,no
8133,60,32,no
768,63,58,no
7653,17,49,no
4032,71,73,no
3553,52,74,no
1489,64,43,no
6853,3,97,no
966,91,34,no
746,2,30,no
7434,74,17,no
2341,37,60,no
7581,1,77,no
3993,72,92,no
7761,56,93,no
453,74,83,no
4337,93,87,no
1415,70,44,no
4680,50,2,no
9324,66,93,no
1819,98,44,no
6541,30,75,no
866,2,55,no
9098,94,35,no
9139,55,90,no
3888,70,77,no
3833,57,68,no
6821,16,31,no
3197,64,25,no
5442,4,10,no
2072,21,83,no
5925,80,57,no
8914,22,62,no
4908,19,30,no
6150,85,51,no
411,14,50,no
8529,45,28,no
7093,70,69,no
6085,4,9,no
257,28,43,no
7160,71,17,no
7810,5,25,no
4987,63,34,no
8175,90,10,no
7826,18,99,no
907,88,27,no
2816,22,44,no
5437,87,68,no
3942,18,94,no
1275,73,56,no
2162,24,42,no
3727,19,98,no
5527,30,39,no
7690,31,28,no
6083,61,56,no
2056,62,82,no
9387,9,82,no
4645,51,42,no
3141,59,70,no
3430,42,41,no
7035,46,40,no
255,48,11,no
2178,52,15,no
6343,98,58,no
745,60,82,no
1280,79,9,no
1000,76,20,no
9846,82,77,no
4607,47,45,no
4817,93,49,no
5706,78,47,no
4683,15,24,no
1035,4,58,no
7288,7,78,no
5900,77,38,no
6883,63,58,no
2345,42,66,no
8577,33,51,no
7295,50,67,no
6660,39,59,no
7009,68,69,no
9255,30,86,no
6669,47,1,no
7628,64,26,no
849,36,81,no
958,92,31,no
9688,88,53,no
6683,67,50,no
6455,58,56,no
3838,1,53,no
6082,66,93,no
6701,51,54,no
11,14,26,no
18,77,35,no
2163,96,48,no
7580,87,78,no
1868,18,29,no
5362,60,32,no
1454,65,45,no
4067,18,14,no
1951,38,72,no
5694,74,11,no
6852,5,52,no
8702,53,57,no
9568,21,39,no
1935,68,98,no
6493,36,6,no
7984,50,55,no
1437,36,62,no
9456,96,41,no
3050,75,71,no
1831,62,1,no
5578,82,9,no
224,53,27,no
1575,9,11,no
530,60,27,no
2233,58,63,no
2947,58,71,no
9574,68,29,no
1841,5,29,no
9507,37,73,no
6719,61,85,no
1363,0,50,no
8288,83,73,no
5842,61,40,no
9479,34,33,no
5128,98,32,no
3505,61,74,no
3051,47,61,no
3816,77,11,no
8079,73,30,no
1595,60,38,no
3233,10,20,no
8077,19,2,no
3118,86,13,no
8062,92,8,no
9011,69,7,no
2393,68,70,no
4544,53,96,no
3078,21,44,no
2795,37,62,no
1574,27,9,no
9686,46,94,no
3655,51,42,no
244,72,64,no
4400,19,77,no
7702,74,65,no
1683,34,11,no
612,54,46,no
9503,98,18,no
5009,84,19,no
1357,46,31,no
689,49,71,no
1397,8,9,no
1445,50,27,no
8261,54,22,no
8165,1,93,no
5518,33,4,no
5680,39,98,no
4786,1,85,no
7750,16,58,no
2458,25,88,no
3085,15,25,no
1557,19,87,no
1097,59,53,no
2735,35,45,no
4938,65,2,no
9130,22,54,no
6466,3,61,no
7199,52,93,no
248,10,38,no
1863,2,77,no
2661,38,34,no
6354,19,15,no
8666,63,1,no
7821,68,54,no
7791,25,36,no
4877,32,50,no
4922,5,30,no
8303,28,92,no
4933,0,69,no
8977,63,34,no
7442,59,18,no
5421,41,73,no
1914,25,37,no
1887,67,61,no
6752,10,90,no
5864,70,91,no
1198,38,43,no
2086,94,36,no
6614,17,4,no
8784,84,33,no
4235,31,78,no
