id,x,y
2141,12,88
2142,28,90
2143,62,31
2144,19,55
2145,69,36
2146,13,95
2147,82,7
2148,38,10
2149,36,58
2150,64,17
2151,11,54
2152,9,16
2153,6,88
2154,39,17
2155,88,19
2156,75,79
2157,23,19
2158,81,71
2159,8,39
2160,81,73
2161,15,24
2162,0,20
2163,54,57
2164,57,19
2165,54,25
2166,13,83
2167,30,91
2168,96,3
2169,94,22
2170,73,22
2171,63,11
2172,50,90
2173,94,23
2174,82,36
2175,61,44
2176,76,43
2177,1,72
2178,76,64
2179,81,60
2180,23,91
2181,58,67
2182,7,59
2183,63,49
2184,10,69
2185,1,88
2186,2,84
2187,25,97
2188,96,48
2189,62,71
2190,99,9
2191,4,75
2192,25,41
2193,82,16
2194,72,46
2195,5,68
2196,40,6
2197,79,74
2198,15,46
2199,95,5
2200,26,86
2201,49,69
2202,69,58
2203,39,55
2204,74,6
2205,87,28
2206,83,69
2207,12,74
2208,44,54
2209,84,13
2210,14,32
2211,40,62
2212,67,70
2213,47,32
2214,11,88
2215,43,86
2216,51,83
2217,13,37
2218,70,9
2219,6,5
2220,24,66
2221,46,29
2222,76,50
2223,26,46
2224,29,72
2225,9,10
2226,11,96
2227,5,10
2228,46,46
2229,59,3
2230,66,91
2231,4,97
2232,5,32
2233,70,59
2234,35,6
2235,0,19
2236,86,42
2237,29,16
2238,3,10
2239,4,10
2240,87,46
2241,75,61
2242,48,54
2243,8,59
2244,4,14
2245,32,74
2246,51,45
2247,27,75
2248,59,7
2249,21,64
2250,30,18
2251,97,33
2252,18,71
2253,30,13
2254,77,80
2255,24,42
2256,74,99
2257,67,65
2258,16,52
2259,69,50
2260,87,96
2261,39,2
2262,53,6
2263,95,56
2264,7,89
2265,87,66
2266,32,89
2267,91,98
2268,57,61
2269,18,28
2270,79,47
2271,1,77
2272,91,98
2273,8,43
2274,72,31
2275,25,70
2276,21,9
2277,55,87
2278,89,68
2279,46,25
2280,99,93
2281,8,60
2282,18,18
2283,17,57
2284,54,5
2285,10,55
2286,80,61
2287,92,13
2288,56,29
2289,33,9
2290,13,46
2291,31,23
2292,9,52
2293,91,96
2294,80,65
2295,24,6
2296,11,2
2297,65,42
2298,28,43
2299,4,36
2300,59,32
2301,86,89
2302,68,84
2303,25,6
2304,36,52
2305,52,32
2306,60,23
2307,26,16
2308,9,99
2309,49,59
2310,11,67
2311,75,69
2312,45,35
2313,71,88
2314,94,40
2315,85,88
2316,59,13
2317,92,4
2318,85,53
2319,28,61
2320,50,75
2321,26,0
2322,24,40
2323,1,36
2324,93,58
2325,13,84
2326,10,66
2327,10,39
2328,33,69
2329,50,16
2330,4,3
2331,7,81
2332,61,93
2333,41,32
2334,89,80
2335,50,68
2336,86,89
2337,30,67
2338,82,43
2339,78,89
2340,61,83
2341,74,4
2342,80,91
2343,7,25
2344,58,47
2345,54,55
2346,67,34
2347,75,0
2348,31,23
2349,97,47
2350,38,37
2351,57,5
2352,6,28
2353,10,78
2354,82,12
2355,0,35
2356,99,88
2357,70,63
2358,51,55
2359,3,70
2360,12,17
2361,74,67
2362,94,18
2363,42,84
2364,78,59
2365,15,41
2366,87,48
2367,94,34
2368,81,4
2369,13,47
2370,35,3
2371,58,59
2372,23,22
2373,54,16
2374,34,18
2375,36,84
2376,4,26
2377,34,30
2378,96,86
2379,62,68
2380,22,71
2381,51,32
2382,85,17
2383,69,7
2384,34,28
2385,1,94
2386,90,15
2387,72,76
2388,95,97
2389,31,63
2390,80,42
2391,72,65
2392,23,7
2393,81,42
2394,74,21
2395,43,54
2396,33,89
2397,16,68
2398,51,82
2399,22,87
2400,28,84
2401,92,50
2402,11,64
2403,91,73
2404,66,97
2405,34,1
2406,43,9
2407,79,5
2408,54,77
2409,78,43
2410,79,98
2411,60,76
2412,94,84
2413,49,58
2414,96,79
2415,60,93
2416,23,33
2417,5,51
2418,3,82
2419,94,84
2420,46,77
2421,51,32
2422,9,57
2423,34,3
2424,31,72
2425,15,67
2426,36,52
2427,54,46
2428,67,62
2429,40,20
2430,7,34
2431,19,72
2432,99,21
2433,65,77
2434,87,95
2435,56,86
2436,83,4
2437,13,45
2438,85,90
2439,20,47
2440,9,49
2441,74,22
2442,30,14
2443,2,95
2444,10,41
2445,43,15
2446,95,20
2447,8,85
2448,47,3
2449,31,76
2450,80,85
2451,65,97
2452,23,17
2453,41,51
2454,46,95
2455,96,14
2456,77,96
2457,65,21
2458,60,85
2459,58,86
2460,41,90
2461,64,4
2462,3,74
2463,62,48
2464,51,14
2465,76,88
2466,8,56
2467,87,94
2468,1,13
2469,45,26
2470,67,81
2471,74,30
2472,88,79
2473,83,53
2474,20,48
2475,51,77
2476,80,95
2477,25,93
2478,4,42
2479,67,29
2480,97,5
2481,36,0
2482,8,80
2483,50,64
2484,45,92
2485,20,81
2486,67,1
2487,19,81
2488,94,68
2489,97,91
2490,12,53
2491,30,65
2492,19,56
2493,76,44
2494,81,91
2495,80,93
2496,23,68
2497,34,72
2498,74,59
2499,34,61
2500,80,60
2501,78,83
2502,70,12
2503,96,37
2504,13,94
2505,80,31
2506,23,9
2507,30,86
2508,78,25
2509,10,3
2510,58,45
2511,3,14
2512,83,11
2513,65,7
2514,35,17
2515,3,98
2516,62,84
2517,24,55
2518,59,30
2519,39,68
2520,16,3
2521,24,24
2522,56,22
2523,68,2
2524,42,33
2525,59,0
2526,70,71
2527,88,81
2528,88,92
2529,42,43
2530,50,20
2531,73,52
2532,84,17
2533,45,90
2534,27,50
2535,43,46
2536,70,95
2537,42,17
2538,46,8
2539,95,11
2540,39,68
2541,57,90
2542,9,10
2543,82,78
2544,99,44
2545,33,43
2546,58,60
2547,87,45
2548,65,42
2549,14,76
2550,19,64
2551,97,66
2552,22,56
2553,97,7
2554,94,20
2555,10,28
2556,77,25
2557,42,45
2558,85,45
2559,2,2
2560,60,10
2561,24,92
2562,86,22
2563,13,20
2564,8,33
2565,88,84
2566,77,80
2567,75,42
2568,11,68
2569,0,90
2570,64,4
2571,50,22
2572,67,4
2573,44,40
2574,55,4
2575,5,38
2576,65,46
2577,75,12
2578,57,54
2579,70,67
2580,41,37
2581,31,1
2582,4,58
2583,53,81
2584,97,36
2585,21,61
2586,35,15
2587,97,18
2588,93,83
2589,46,69
2590,33,97
2591,5,15
2592,70,7
2593,10,17
2594,79,95
2595,77,94
2596,25,51
2597,76,76
2598,60,81
2599,22,5
2600,83,53
2601,59,51
2602,23,5
2603,99,77
2604,44,56
2605,48,77
2606,23,45
2607,54,28
2608,76,57
2609,25,91
2610,19,38
2611,66,41
2612,1,84
2613,55,58
2614,57,6
2615,14,77
2616,2,88
2617,39,98
2618,52,91
2619,37,49
2620,36,77
2621,10,29
2622,14,76
2623,55,60
2624,10,77
2625,52,70
2626,17,88
2627,90,75
2628,25,8
2629,18,84
2630,44,76
2631,82,51
2632,65,62
2633,10,43
2634,65,55
2635,83,13
2636,6,97
2637,18,94
2638,4,51
2639,81,14
2640,77,56
2641,56,16
2642,49,85
2643,25,46
2644,32,3
2645,62,78
2646,53,5
2647,29,47
2648,8,32
2649,0,25
2650,28,34
2651,96,50
2652,34,26
2653,45,63
2654,58,34
2655,47,70
2656,39,80
2657,2,91
2658,22,24
2659,90,30
2660,42,30
2661,17,55
2662,13,11
2663,57,39
2664,8,50
2665,27,98
2666,85,31
2667,97,48
2668,37,44
2669,73,28
2670,59,88
2671,69,88
2672,64,19
2673,84,44
2674,98,27
2675,24,13
2676,69,30
2677,79,24
2678,20,99
2679,82,96
2680,57,29
2681,35,99
2682,8,5
2683,24,42
2684,72,81
2685,22,78
2686,39,61
2687,67,15
2688,59,56
2689,53,26
2690,98,22
2691,43,33
2692,36,84
2693,6,3
2694,98,69
2695,15,80
2696,20,99
2697,30,37
2698,23,29
2699,57,71
2700,40,14
2701,77,65
2702,20,32
2703,78,7
2704,60,39
2705,33,20
2706,90,80
2707,79,74
2708,31,63
2709,16,14
2710,11,1
2711,76,9
2712,37,80
2713,75,5
2714,9,84
2715,55,8
2716,20,18
2717,69,1
2718,93,7
2719,77,50
2720,45,75
2721,50,84
2722,15,63
2723,40,64
2724,5,33
2725,49,50
2726,80,86
2727,8,22
2728,22,11
2729,73,80
2730,99,29
2731,45,86
2732,41,16
2733,25,80
2734,85,71
2735,85,5
2736,81,70
2737,49,78
2738,18,18
2739,84,79
2740,54,9
2741,89,99
2742,64,24
2743,33,77
2744,65,23
2745,44,74
2746,23,29
2747,73,22
2748,47,64
2749,16,51
2750,5,85
2751,66,97
2752,5,23
2753,44,51
2754,54,73
2755,27,46
2756,32,7
2757,44,70
2758,56,28
2759,27,79
2760,55,61
2761,81,20
2762,15,91
2763,0,56
2764,30,69
2765,60,54
2766,20,73
2767,39,7
2768,86,52
2769,72,76
2770,46,27
2771,97,18
2772,28,27
2773,84,61
2774,73,97
2775,38,71
2776,53,99
2777,87,21
2778,17,58
2779,83,5
2780,57,72
2781,73,50
2782,9,11
2783,2,2
2784,77,36
2785,26,9
2786,51,85
2787,90,43
2788,93,43
2789,75,68
2790,65,23
2791,93,95
2792,1,35
2793,61,19
2794,67,87
2795,54,20
2796,44,68
2797,74,78
2798,37,5
2799,44,41
2800,6,80
2801,5,7
2802,60,27
2803,22,34
2804,18,3
2805,40,15
2806,41,78
2807,92,66
2808,97,58
2809,92,98
2810,19,30
2811,77,11
2812,38,10
2813,20,46
2814,42,25
2815,82,48
2816,62,32
2817,93,96
2818,68,11
2819,27,24
2820,74,3
2821,81,10
2822,30,43
2823,31,22
2824,27,16
2825,88,56
2826,85,98
2827,78,79
2828,79,76
2829,87,20
2830,21,38
2831,54,26
2832,12,95
2833,18,85
2834,94,92
2835,42,32
2836,79,4
2837,59,28
2838,81,23
2839,9,48
2840,95,81
2841,82,57
2842,52,31
2843,85,27
2844,36,65
2845,68,77
2846,36,12
2847,75,95
2848,58,95
2849,43,39
2850,88,49
2851,44,20
2852,38,69
2853,0,75
2854,54,60
2855,26,92
2856,33,15
2857,76,35
2858,20,3
2859,70,94
2860,29,2
2861,49,62
2862,14,76
2863,19,99
2864,39,31
2865,81,64
2866,44,39
2867,57,6
2868,49,1
2869,23,3
2870,63,11
2871,48,41
2872,33,25
2873,71,43
2874,21,3
2875,32,72
2876,60,67
2877,41,96
2878,78,60
2879,58,80
2880,83,28
2881,70,28
2882,36,55
2883,72,8
2884,97,63
2885,94,56
2886,71,46
2887,66,98
2888,7,69
2889,84,90
2890,76,25
2891,56,75
2892,64,34
2893,59,12
2894,65,73
2895,61,11
2896,42,22
2897,91,17
2898,7,0
2899,98,83
2900,80,64
2901,67,28
2902,25,15
2903,83,33
2904,66,68
2905,48,43
2906,85,27
2907,34,7
2908,87,75
2909,28,9
2910,23,42
2911,94,48
2912,34,48
2913,93,57
2914,9,3
2915,19,76
2916,80,56
2917,12,97
2918,61,92
2919,96,17
2920,13,89
2921,61,24
2922,89,18
2923,45,10
2924,30,26
2925,91,77
2926,61,76
2927,17,59
2928,4,90
2929,68,74
2930,98,17
2931,20,12
2932,41,24
2933,65,19
2934,86,55
2935,37,62
2936,36,13
2937,23,29
2938,4,85
2939,30,93
2940,80,14
2941,82,5
2942,23,71
2943,52,17
2944,11,10
2945,33,45
2946,99,85
2947,55,22
2948,27,99
2949,5,54
2950,9,75
2951,21,29
2952,7,74
2953,53,50
2954,31,63
2955,88,98
2956,71,18
2957,79,25
2958,83,63
2959,42,68
2960,99,42
2961,92,24
2962,69,21
2963,10,79
2964,96,55
2965,81,41
2966,79,55
2967,9,82
2968,13,13
2969,65,28
2970,0,57
2971,46,13
2972,72,18
2973,29,14
2974,66,21
2975,13,19
2976,89,48
2977,80,10
2978,73,23
2979,78,36
2980,39,6
2981,91,64
2982,51,43
2983,15,61
2984,98,49
2985,12,25
2986,80,75
2987,45,60
2988,89,83
2989,32,54
2990,87,6
2991,80,34
2992,85,7
2993,50,2
2994,36,82
2995,26,3
2996,49,90
2997,87,96
2998,64,0
2999,43,85
3000,42,46
3001,51,48
3002,0,43
3003,63,55
3004,26,1
3005,88,55
3006,38,48
3007,0,57
3008,41,25
3009,22,28
3010,70,59
3011,3,85
3012,8,42
3013,80,22
3014,65,36
3015,30,50
3016,18,28
3017,53,59
3018,43,16
3019,8,14
3020,94,43
3021,54,59
3022,19,27
3023,44,26
3024,15,99
3025,99,76
3026,37,81
3027,57,34
3028,66,62
3029,70,59
3030,51,28
3031,49,93
3032,59,70
3033,53,34
3034,73,37
3035,48,5
3036,13,12
3037,66,5
3038,40,18
3039,38,69
3040,33,84
3041,49,64
3042,18,82
3043,71,34
3044,37,93
3045,5,69
3046,76,69
3047,58,97
3048,17,75
3049,26,99
3050,16,16
3051,79,6
3052,58,53
3053,33,58
3054,10,85
3055,62,64
3056,71,66
3057,56,8
3058,21,54
3059,97,0
3060,39,77
3061,99,80
3062,69,0
3063,27,41
3064,78,20
3065,27,35
3066,46,10
3067,18,51
3068,37,42
3069,34,46
3070,56,72
3071,83,6
3072,84,9
3073,97,80
3074,92,61
3075,98,80
3076,64,49
3077,67,94
3078,79,48
3079,59,68
3080,76,85
3081,39,20
3082,82,91
3083,15,46
3084,9,65
3085,28,12
3086,3,53
3087,5,24
3088,53,79
3089,71,57
3090,76,69
3091,50,23
3092,94,68
3093,34,0
3094,16,13
3095,27,68
3096,41,21
3097,11,40
3098,94,2
3099,80,55
3100,14,27
3101,21,4
3102,79,31
3103,96,49
3104,11,31
3105,65,71
3106,4,14
3107,46,38
3108,74,73
3109,78,91
3110,42,40
3111,26,75
3112,87,11
3113,29,95
3114,90,25
3115,35,41
3116,60,4
3117,4,40
3118,62,49
3119,89,27
3120,25,97
3121,36,14
3122,63,48
3123,92,12
3124,3,40
3125,52,61
3126,84,57
3127,13,65
3128,91,88
3129,14,50
3130,98,34
3131,59,78
3132,79,45
3133,17,18
3134,35,24
3135,73,26
3136,64,49
3137,61,36
3138,61,72
3139,29,56
3140,58,88
3141,42,34
3142,54,11
3143,85,60
3144,7,70
3145,16,72
3146,18,13
3147,94,62
3148,14,65
3149,16,25
3150,77,77
3151,81,75
3152,36,27
3153,93,25
3154,68,33
3155,56,74
3156,5,12
3157,77,44
3158,23,69
3159,96,30
3160,91,62
3161,70,99
3162,45,26
3163,20,17
3164,54,30
3165,58,85
3166,41,93
3167,76,49
3168,86,90
3169,27,18
3170,6,50
3171,15,43
3172,5,60
3173,74,87
3174,71,25
3175,46,41
3176,14,11
3177,2,80
3178,16,68
3179,64,46
3180,76,40
3181,40,43
3182,83,96
3183,14,77
3184,88,14
3185,2,48
3186,21,18
3187,9,32
3188,55,23
3189,80,1
3190,23,59
3191,63,74
3192,43,10
3193,83,40
3194,99,92
3195,35,65
3196,31,98
3197,77,40
3198,60,77
3199,81,15
3200,31,1
3201,63,58
3202,30,73
3203,96,58
3204,21,7
3205,72,70
3206,98,55
3207,66,68
3208,6,13
3209,96,71
3210,36,54
3211,25,2
3212,68,74
3213,64,57
3214,21,96
3215,19,61
3216,7,8
3217,10,36
3218,58,18
3219,33,82
3220,92,89
3221,66,1
3222,95,77
3223,68,50
3224,14,62
3225,14,24
3226,87,54
3227,5,92
3228,65,72
3229,86,28
3230,45,54
3231,22,4
3232,36,38
3233,19,12
3234,53,54
3235,15,50
3236,95,82
3237,63,0
3238,46,91
3239,72,98
3240,95,91
3241,59,49
3242,24,62
3243,26,56
3244,7,16
3245,27,75
3246,22,68
3247,41,91
3248,45,96
3249,77,26
3250,62,98
3251,22,57
3252,42,67
3253,66,83
3254,57,78
3255,86,66
3256,34,40
3257,72,70
3258,98,31
3259,93,19
3260,83,85
3261,50,40
3262,0,99
3263,88,85
3264,74,96
3265,36,88
3266,48,58
3267,29,19
3268,5,4
3269,34,25
3270,86,73
3271,30,35
3272,28,58
3273,26,78
3274,18,85
3275,33,51
3276,66,16
3277,66,20
3278,44,71
3279,76,6
3280,63,47
3281,18,76
3282,74,37
3283,35,78
3284,13,58
3285,40,66
3286,75,99
3287,31,76
3288,95,69
3289,11,21
3290,35,98
3291,77,41
3292,1,38
3293,41,92
3294,27,30
3295,98,45
3296,77,10
3297,59,80
3298,54,30
3299,49,49
3300,61,73
3301,59,16
3302,2,21
3303,13,12
3304,79,2
3305,58,20
3306,30,62
3307,3,11
3308,11,49
3309,14,49
3310,28,66
3311,93,98
3312,87,58
3313,44,51
3314,30,2
3315,23,84
3316,22,50
3317,19,71
3318,1,46
3319,37,42
3320,57,5
3321,60,2
3322,36,36
3323,20,31
3324,79,16
3325,10,79
3326,16,66
3327,20,7
3328,84,64
3329,39,36
3330,36,89
3331,62,50
3332,47,7
3333,70,49
3334,2,85
3335,39,18
3336,26,98
3337,53,6
3338,46,72
3339,22,25
3340,30,17
3341,6,96
3342,93,53
3343,30,62
3344,74,26
3345,68,86
3346,34,9
3347,44,62
3348,4,54
3349,46,53
3350,39,29
3351,11,74
3352,94,19
3353,16,36
3354,1,64
3355,45,28
3356,23,92
3357,1,75
3358,59,18
3359,0,23
3360,91,48
3361,20,91
3362,26,79
3363,51,3
3364,6,47
3365,11,24
3366,27,44
3367,88,76
3368,87,31
3369,72,24
3370,9,56
3371,63,6
3372,50,27
3373,95,77
3374,13,11
3375,71,72
3376,76,74
3377,17,33
3378,38,67
3379,64,17
3380,39,21
3381,6,33
3382,18,57
3383,12,17
3384,36,27
3385,52,52
3386,27,71
3387,95,10
3388,23,61
3389,42,91
3390,91,43
3391,11,85
3392,72,24
3393,76,64
3394,32,57
3395,45,22
3396,35,92
3397,55,19
3398,71,7
3399,65,46
3400,97,73
3401,17,89
3402,94,77
3403,0,96
3404,32,21
3405,36,39
3406,49,70
3407,70,48
3408,22,27
3409,50,97
3410,26,56
3411,94,67
3412,73,30
3413,46,61
3414,56,23
3415,25,27
3416,91,43
3417,55,26
3418,50,32
3419,51,92
3420,87,83
3421,13,65
3422,77,79
3423,23,55
3424,35,95
3425,1,23
3426,58,82
3427,85,49
3428,12,14
3429,71,2
3430,76,68
3431,9,86
3432,97,42
3433,38,41
3434,46,7
3435,61,85
3436,6,53
3437,21,63
3438,87,25
3439,27,89
3440,16,91
3441,81,0
3442,91,8
3443,36,86
3444,44,77
3445,38,80
3446,82,43
3447,46,18
3448,45,13
3449,22,59
3450,28,67
3451,89,16
3452,43,52
3453,66,69
3454,86,89
3455,4,61
3456,51,92
3457,20,40
3458,15,33
3459,54,31
3460,14,93
3461,22,84
3462,70,78
3463,89,69
3464,41,3
3465,27,87
3466,56,6
3467,69,85
3468,48,48
3469,81,65
3470,47,80
3471,61,82
3472,50,0
3473,85,10
3474,12,59
3475,71,96
3476,86,47
3477,94,12
3478,40,81
3479,72,21
3480,52,47
3481,99,28
3482,28,20
3483,20,7
3484,20,1
3485,20,68
3486,99,35
3487,54,36
3488,53,51
3489,90,58
3490,45,82
3491,87,96
3492,93,64
3493,81,5
3494,75,0
3495,93,48
3496,10,46
3497,26,43
3498,3,79
3499,31,91
3500,90,24
3501,95,9
3502,29,27
3503,52,4
3504,33,21
3505,30,99
3506,66,51
3507,99,22
3508,99,70
3509,6,3
3510,84,69
3511,86,82
3512,65,98
3513,91,32
3514,73,64
3515,51,15
3516,10,83
3517,14,68
3518,56,32
3519,68,17
3520,98,97
3521,97,67
3522,30,16
3523,44,6
3524,16,18
3525,12,93
3526,83,62
3527,70,70
3528,71,34
3529,3,93
3530,49,28
3531,42,22
3532,2,94
3533,45,65
3534,47,44
3535,46,80
3536,43,35
3537,69,88
3538,75,92
3539,96,49
3540,18,3
3541,41,50
3542,96,32
3543,33,50
3544,95,30
3545,79,39
3546,25,74
3547,80,59
3548,98,39
3549,43,43
3550,54,26
3551,32,94
3552,20,45
3553,38,50
3554,54,43
3555,51,52
3556,56,7
3557,16,37
3558,64,14
3559,6,73
3560,48,66
3561,27,3
3562,28,10
3563,6,49
3564,49,37
3565,48,69
3566,18,49
3567,51,85
3568,4,58
3569,27,15
3570,64,41
3571,49,47
3572,40,82
3573,29,17
3574,62,67
3575,4,60
3576,26,7
3577,6,92
3578,2,28
3579,77,72
3580,48,98
3581,51,36
3582,95,19
3583,77,77
3584,89,81
3585,62,95
3586,19,96
3587,65,82
3588,72,23
3589,86,62
3590,3,42
3591,29,53
3592,99,32
3593,80,41
3594,25,6
3595,18,19
3596,27,21
3597,12,67
3598,73,16
3599,20,45
3600,58,98
3601,36,99
3602,69,74
3603,39,31
3604,59,82
3605,73,83
3606,0,10
3607,63,63
3608,65,76
3609,25,49
3610,24,43
3611,81,53
3612,38,84
3613,56,10
3614,51,32
3615,3,95
3616,21,45
3617,10,35
3618,14,47
3619,13,58
3620,18,16
3621,77,89
3622,36,95
3623,74,39
3624,22,37
3625,64,43
3626,24,10
3627,7,70
3628,20,98
3629,14,72
3630,51,46
3631,5,23
3632,61,43
3633,67,8
3634,68,9
3635,83,70
3636,52,37
3637,55,31
3638,39,90
3639,63,7
3640,11,98
3641,69,39
3642,80,55
3643,96,33
3644,70,98
3645,87,22
3646,98,19
3647,81,95
3648,94,6
3649,56,67
3650,39,27
3651,29,69
3652,22,85
3653,97,96
3654,14,37
3655,84,8
3656,58,63
3657,48,89
3658,8,6
3659,22,53
3660,93,18
3661,36,69
3662,8,88
3663,79,75
3664,59,77
3665,19,17
3666,84,32
3667,10,10
3668,41,58
3669,13,97
3670,1,94
3671,38,0
3672,68,15
3673,34,96
3674,58,73
3675,12,59
3676,58,68
3677,31,17
3678,74,12
3679,84,75
3680,54,79
3681,9,86
3682,61,82
3683,84,41
3684,98,12
3685,30,56
3686,56,71
3687,91,80
3688,80,54
3689,76,33
3690,91,56
3691,2,55
3692,40,7
3693,50,90
3694,23,88
3695,66,2
3696,77,1
3697,88,40
3698,40,43
3699,76,8
3700,19,10
3701,24,85
3702,49,50
3703,93,85
3704,43,60
3705,33,67
3706,86,52
3707,72,98
3708,77,77
3709,56,6
3710,51,94
3711,12,38
3712,92,75
3713,59,17
3714,49,57
3715,73,50
3716,80,24
3717,1,92
3718,18,38
3719,31,4
3720,26,67
3721,76,62
3722,56,29
3723,86,57
3724,7,78
3725,45,37
3726,52,57
3727,81,65
3728,45,81
3729,24,54
3730,23,28
3731,82,64
3732,69,21
3733,74,2
3734,34,11
3735,8,52
3736,69,1
3737,15,53
3738,42,89
3739,49,53
3740,35,7
3741,81,35
3742,52,67
3743,35,61
3744,59,86
3745,33,57
3746,11,29
3747,46,93
3748,88,51
3749,3,86
3750,53,18
3751,50,39
3752,86,26
3753,88,49
3754,32,84
3755,93,50
3756,56,48
3757,46,99
3758,30,31
3759,28,26
3760,4,33
3761,75,24
3762,32,71
3763,75,32
3764,22,52
3765,3,77
3766,75,45
3767,35,71
3768,34,85
3769,10,64
3770,75,75
3771,14,50
3772,14,36
3773,88,72
3774,8,35
3775,4,2
3776,86,11
3777,20,11
3778,21,79
3779,19,92
3780,57,65
3781,42,85
3782,99,18
3783,85,73
3784,60,92
3785,52,85
3786,11,38
3787,75,4
3788,61,61
3789,76,71
3790,97,28
3791,29,60
3792,65,15
3793,75,48
3794,15,43
3795,83,27
3796,86,65
3797,6,37
3798,76,16
3799,97,75
3800,71,76
3801,35,75
3802,23,3
3803,72,16
3804,96,22
3805,98,18
3806,4,7
3807,31,9
3808,94,36
3809,13,17
3810,44,58
3811,39,99
3812,34,82
3813,57,92
3814,38,53
3815,33,89
3816,60,6
3817,0,97
3818,92,31
3819,52,58
3820,60,29
3821,42,8
3822,65,25
3823,43,13
3824,7,82
3825,0,81
3826,45,54
3827,0,27
3828,44,11
3829,10,68
3830,9,37
3831,39,90
3832,99,15
3833,73,24
3834,28,98
3835,44,20
3836,19,34
3837,98,99
3838,86,34
3839,87,61
3840,7,98
3841,42,94
3842,89,85
3843,29,49
3844,1,75
3845,10,40
3846,90,33
3847,82,91
3848,15,62
3849,36,54
3850,41,1
3851,35,5
3852,72,15
3853,27,28
3854,33,77
3855,10,73
3856,20,34
3857,49,88
3858,7,22
3859,67,86
3860,70,83
3861,21,15
3862,6,25
3863,5,26
3864,99,52
3865,15,88
3866,21,31
3867,53,47
3868,95,94
3869,37,90
3870,33,33
3871,13,54
3872,37,21
3873,53,16
3874,73,67
3875,70,42
3876,79,41
3877,71,78
3878,17,17
3879,93,36
3880,69,87
3881,86,99
3882,60,71
3883,46,9
3884,75,50
3885,97,21
3886,86,52
3887,61,17
3888,80,30
3889,96,45
3890,32,53
3891,60,69
3892,54,7
3893,75,10
3894,85,72
3895,40,4
3896,72,84
3897,16,37
3898,18,15
3899,83,7
3900,26,4
3901,92,99
3902,9,51
3903,49,82
3904,32,71
3905,8,62
3906,78,57
3907,50,89
3908,76,96
3909,48,89
3910,50,59
3911,68,69
3912,69,56
3913,61,91
3914,58,12
3915,9,95
3916,78,72
3917,46,84
3918,8,23
3919,38,81
3920,37,55
3921,69,28
3922,96,42
3923,34,26
3924,48,64
3925,45,39
3926,48,76
3927,73,25
3928,32,0
3929,1,92
3930,17,95
3931,38,68
3932,58,89
3933,60,47
3934,37,3
3935,43,44
3936,54,81
3937,48,67
3938,71,88
3939,74,19
3940,32,5
3941,1,39
3942,63,85
3943,33,71
3944,67,36
3945,67,94
3946,12,40
3947,37,12
3948,89,39
3949,61,15
3950,77,86
3951,58,46
3952,8,93
3953,84,14
3954,30,79
3955,3,13
3956,64,21
3957,17,99
3958,18,68
3959,13,26
3960,22,78
3961,35,6
3962,62,29
3963,54,90
3964,79,84
3965,97,88
3966,75,58
3967,21,30
3968,93,0
3969,81,61
3970,80,12
3971,65,47
3972,26,13
3973,64,62
3974,85,1
3975,85,14
3976,19,1
3977,89,56
3978,95,7
3979,40,26
3980,34,89
3981,55,27
3982,89,89
3983,65,72
3984,37,76
3985,9,95
3986,6,39
3987,62,50
3988,77,24
3989,37,52
3990,62,99
3991,49,90
3992,92,60
3993,48,58
3994,41,43
3995,50,12
3996,77,84
3997,34,68
3998,29,14
3999,82,14
4000,59,96
4001,52,67
4002,66,22
4003,4,90
4004,83,52
4005,52,7
4006,26,82
4007,21,78
4008,47,61
4009,77,22
4010,82,4
4011,50,17
4012,8,28
4013,15,65
4014,10,58
4015,56,65
4016,76,83
4017,5,32
4018,95,95
4019,96,19
4020,78,90
4021,60,93
4022,34,68
4023,97,95
4024,38,47
4025,92,28
4026,43,81
4027,97,45
4028,22,80
4029,58,14
4030,76,77
4031,3,6
4032,44,60
4033,7,60
4034,30,93
4035,26,53
4036,70,99
4037,66,46
4038,39,11
4039,69,12
4040,68,13
4041,6,13
4042,46,75
4043,95,56
4044,6,3
4045,34,40
4046,14,76
4047,74,42
4048,10,87
4049,32,42
4050,91,82
4051,36,84
4052,64,1
4053,78,42
4054,96,60
4055,79,60
4056,43,98
4057,20,48
4058,2,40
4059,42,5
4060,47,84
4061,62,16
4062,16,84
4063,27,40
4064,12,11
4065,78,69
4066,60,87
4067,71,25
4068,7,98
4069,11,82
4070,96,19
4071,29,71
4072,13,96
4073,4,45
4074,34,11
4075,41,16
4076,93,2
4077,27,20
4078,8,5
4079,95,16
4080,32,25
4081,64,76
4082,82,83
4083,66,43
4084,60,84
4085,69,78
4086,13,92
4087,49,32
4088,81,68
4089,71,94
4090,47,49
4091,99,84
4092,33,52
4093,38,65
4094,61,20
4095,45,36
4096,14,22
4097,34,89
4098,8,84
4099,41,95
4100,13,93
4101,69,84
4102,47,1
4103,34,37
4104,12,98
4105,95,74
4106,37,40
4107,63,58
4108,85,13
4109,8,11
4110,87,85
4111,45,74
4112,40,92
4113,76,50
4114,24,76
4115,89,0
4116,62,9
4117,51,67
4118,13,2
4119,0,28
4120,29,48
4121,91,79
4122,62,73
4123,29,31
4124,51,52
4125,8,68
4126,57,45
4127,50,85
4128,12,28
4129,83,4
4130,14,2
4131,6,77
4132,15,56
4133,69,16
4134,22,43
4135,0,24
4136,89,64
4137,4,16
4138,87,86
4139,97,73
